date	sp	csco	intc
1999-03-18	1.433	0.763	1.083
1999-03-19	-1.32	-2.247	-2.336
1999-03-22	-0.176	-1.689	-3.31
1999-03-23	-2.725	-2.401	-0.49
1999-03-24	0.51	4.03	4.01
1999-03-25	1.673	2.833	-1.107
1999-03-26	-0.559	-2.116	-1.066
1999-03-29	2.111	4.473	4.093
1999-03-30	-0.722	-0.057	0
1999-03-31	-1.112	-0.342	-2.236
1999-04-01	0.57	0.341	1.668
1999-04-05	2.096	4.011	5.336
1999-04-06	-0.245	0.707	2.278
1999-04-07	0.681	2.992	1.286
1999-04-08	1.28	-0.952	-0.807
1999-04-09	0.325	0.424	-0.191
1999-04-12	0.76	-0.318	-6.566
1999-04-13	-0.651	-3.127	-1.232
1999-04-14	-1.597	-3.002	-5.959
1999-04-15	-0.421	-0.396	2.491
1999-04-16	-0.292	-4.283	-2.053
1999-04-19	-2.264	-5.531	-3.105
1999-04-20	1.286	1.551	1.896
1999-04-21	2.267	6.088	3.261
1999-04-22	1.685	4.749	5.108
1999-04-23	-0.145	3.633	0.406
1999-04-26	0.235	0.213	4.26
1999-04-27	0.203	-2.203	-3.454
1999-04-28	-0.876	-2.921	-1.722
1999-04-29	-0.6	-2.32	-0.615
1999-04-30	-0.571	4.368	0.615
1999-05-03	1.446	-0.385	3.117
1999-05-04	-1.685	-4.5	-2.303
1999-05-05	1.143	2.135	3.727
1999-05-06	-1.139	-3.701	-6.976
1999-05-07	0.968	1.45	2.072
1999-05-10	-0.35	0.689	-0.514
1999-05-11	1.136	2.375	2.746
1999-05-12	0.617	5.964	0.301
1999-05-13	0.261	-0.899	-3.978
1999-05-14	-2.2	-1.931	-3.494
1999-05-17	0.126	0.862	2.448
1999-05-18	-0.462	-0.215	-0.845
1999-05-19	0.815	0.322	1.265
1999-05-20	-0.403	-1.567	-3.408
1999-05-21	-0.64	-1.316	-1.199
1999-05-24	-1.793	-3.482	-1.882
1999-05-25	-1.717	-4.679	-5.631
1999-05-26	1.573	4.45	-2.272
1999-05-27	-1.806	-1.036	2.743
1999-05-28	1.582	0.922	1.75
1999-06-01	-0.584	-1.794	-6.446
1999-06-02	0.042	2.82	2.436
1999-06-03	0.365	-1.199	-2.807
1999-06-04	2.148	5.422	5.185
1999-06-07	0.509	0.434	0.469
1999-06-08	-1.296	-3.248	-3.33
1999-06-09	0.099	1.83	2.743
1999-06-10	-1.207	-2.955	4.148
1999-06-11	-0.707	0.226	-1.707
1999-06-14	0.028	-2.631	-0.115
1999-06-15	0.552	3.082	2.385
1999-06-16	2.223	4.452	6.937
1999-06-17	0.711	0.963	-2.868
1999-06-18	0.219	1.69	-5.425
1999-06-21	0.458	3.093	3.356
1999-06-22	-0.977	-3.407	-2
1999-06-23	-0.211	3.914	1.559
1999-06-24	-1.305	-2.661	-2.688
1999-06-25	-0.036	1.748	0.453
1999-06-28	1.212	1.014	3.005
1999-06-29	1.498	0.904	3.871
1999-06-30	1.561	3.053	0.421
1999-07-01	0.599	-0.097	5.517
1999-07-02	0.74	4.09	0.989
1999-07-06	-0.223	-0.561	0.589
1999-07-07	0.556	-0.658	0.78
1999-07-08	-0.103	0.283	2.114
1999-07-09	0.633	0.937	0.757
1999-07-12	-0.298	-2.167	-1.234
1999-07-13	-0.397	-0.573	-0.096
1999-07-14	0.33	0.096	3.936
1999-07-15	0.816	1.896	-0.461
1999-07-16	0.648	-0.849	-0.834
1999-07-19	-0.788	-1.623	0.65
1999-07-20	-2.194	-4.227	-3.962
1999-07-21	0.159	1.297	0.957
1999-07-22	-1.337	-3.12	-2.608
1999-07-23	-0.297	2.922	0.488
1999-07-26	-0.679	-3.024	-2.066
1999-07-27	1.113	3.025	7.19
1999-07-28	0.188	0.594	3.989
1999-07-29	-1.801	-2.499	-1.163
1999-07-30	-0.922	0.605	-0.722
1999-08-02	-0.05	-0.504	3.296
1999-08-03	-0.443	-1.118	2.253
1999-08-04	-1.283	-1.027	-0.13
1999-08-05	0.64	1.639	-1.906
1999-08-06	-1.027	1.213	0.175
1999-08-09	-0.192	-3.995	2.586
1999-08-10	-1.269	-1.792	-2.325
1999-08-11	1.587	6.885	5.754
1999-08-12	-0.29	-2.006	-0.082
1999-08-13	2.249	2.995	4.899
1999-08-16	0.232	-0.098	-1.5
1999-08-17	1.001	1.174	0.555
1999-08-18	-0.846	-1.47	-0.635
1999-08-19	-0.696	-1.692	-1.525
1999-08-20	0.979	2.968	3.339
1999-08-23	1.751	2.502	3.684
1999-08-24	0.241	0.947	0.226
1999-08-25	1.332	3.334	0.675
1999-08-26	-1.442	0.454	-3.187
1999-08-27	-1.014	-0.637	2.362
1999-08-30	-1.815	-2.588	-0.908
1999-08-31	-0.273	1.579	-0.076
1999-09-01	0.804	1.645	1.51
1999-09-02	-0.903	-1.002	2.222
1999-09-03	2.85	3.862	4.582
1999-09-07	-0.502	-0.796	-1.907
1999-09-08	-0.468	-2.064	-1.945
1999-09-09	0.261	1.441	2.087
1999-09-10	0.296	1.155	-0.428
1999-09-13	-0.559	-0.088	-3.493
1999-09-14	-0.585	1.753	1.69
1999-09-15	-1.38	-2.018	-3.332
1999-09-16	0.039	0	-0.453
1999-09-17	1.277	4.167	2.392
1999-09-20	0.008	-0.426	-0.667
1999-09-21	-2.115	-2.858	-2.485
1999-09-22	0.224	1.57	0.986
1999-09-23	-2.324	-4.06	-6.63
1999-09-24	-0.238	-0.542	-2.387
1999-09-27	0.465	-1.276	3.27
1999-09-28	-0.087	0.366	-0.883
1999-09-29	-1.084	-2.312	-3.029
1999-09-30	1.124	2.585	-1.171
1999-10-01	0.008	0.455	0.837
1999-10-04	1.684	2.332	2.715
1999-10-05	-0.249	1.583	-1.061
1999-10-06	1.831	0.413	0.979
1999-10-07	-0.587	-1.467	-1.721
1999-10-08	1.385	1.314	0.083
1999-10-11	-0.061	0.866	1.067
1999-10-12	-1.674	-0.954	0.245
1999-10-13	-2.116	-2.023	-6.133
1999-10-14	-0.166	-1.342	1.676
1999-10-15	-2.846	-3.204	-3.424
1999-10-18	0.537	0.279	-2.139
1999-10-19	0.572	0	-6.322
1999-10-20	2.204	3.732	7.13
1999-10-21	-0.452	-1.078	2.471
1999-10-22	1.396	-3.868	2.412
1999-10-25	-0.618	-0.094	-3.024
1999-10-26	-0.91	1.122	0.263
1999-10-27	1.148	2.84	-2.84
1999-10-28	3.466	2.498	3.884
1999-10-29	1.515	4.226	7.021
1999-11-01	-0.648	-1.532	-1.873
1999-11-02	-0.472	0.854	1.955
1999-11-03	0.532	-2.759	2.9
1999-11-04	0.567	-2.12	2.248
1999-11-05	0.555	4.794	0.991
1999-11-08	0.494	2.521	-0.303
1999-11-09	-0.855	-1.421	-2.543
1999-11-10	0.597	6.832	-1.336
1999-11-11	0.581	5.208	0.552
1999-11-12	1.051	-0.374	-4.177
1999-11-15	-0.12	-0.752	-2.829
1999-11-16	1.825	2.018	3.32
1999-11-17	-0.661	0.296	-2.395
1999-11-18	1.004	3.692	4.895
1999-11-19	-0.207	0.213	1.737
1999-11-22	-0.075	-0.712	0.779
1999-11-23	-1.154	1.137	-1.881
1999-11-24	0.882	4.353	3.956
1999-11-26	-0.033	0.808	-2.385
1999-11-29	-0.622	-0.47	-1.65
1999-11-30	-1.353	-3.917	-2.891
1999-12-01	0.632	2.492	-0.49
1999-12-02	0.807	2.231	1.625
1999-12-03	1.707	2.182	1.44
1999-12-06	-0.698	2.773	-1.038
1999-12-07	-1	3.254	-0.887
1999-12-08	-0.376	-1.551	-3.544
1999-12-09	0.301	-1.322	-1.692
1999-12-10	0.632	1.197	-1.374
1999-12-13	-0.128	1.369	2.478
1999-12-14	-0.855	-3.265	-2.218
1999-12-15	0.721	-2.128	8.593
1999-12-16	0.386	2.065	1.649
1999-12-17	0.158	1.835	2.234
1999-12-20	-0.207	3.512	-1.226
1999-12-21	1.076	0.723	2.211
1999-12-22	0.188	-1.452	-0.453
1999-12-23	1.535	1.872	0.755
1999-12-27	-0.085	0.715	2.304
1999-12-28	0.038	0	-2.455
1999-12-29	0.397	0.887	1.048
1999-12-30	0.069	0.059	-0.224
1999-12-31	0.326	0.879	-1.657
